id,name,category,quantity,actual_price,discounted_price,discounted_reason,available_date,image_link
194314,Harmuni Vegetable Oil, Noodles & Cooking Ingredients,36,5.5,2.68,CLEARING STOCK,2022-04-03,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10469312_XL1.jpg
195908,Knife Brand Groundnut Oil, Noodles & Cooking Ingredients,129,14.65,8.45,CLEARING STOCK,2022-03-30,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13086642_XL1.jpg
191473,Chee Seng Sesame Oil - Black, Noodles & Cooking Ingredients,104,4.6,3.1,EXPIRING SOON,2022-04-09,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/278582_XL1.jpg
156052,Medella Organic Premium Coconut Cooking Oil , Noodles & Cooking Ingredients,19,17.8,8.84,CLEARING STOCK,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13073726_XL1.jpg
194738,Sunbeam Premium Sunflower Oil, Noodles & Cooking Ingredients,14,9.1,3.43,SEASONAL OFFER,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12254577_XL1_20210613.jpg
195090,Knife Brand Rice Bran Oil, Noodles & Cooking Ingredients,166,9.5,3.95,CLEARING STOCK,2022-04-07,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13026782_XL1_20210222.jpg
1267636,FairPrice Canola Oil, Housebrand,54,9.95,4.77,CLEARING STOCK,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13174006_XL1_20210401.jpg
199957,Sotong Brand Vegetable Oil, Noodles & Cooking Ingredients,82,13.8,0.75,NORMAL DISCOUNT,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11889570_XL1.jpg
1154154,Lee Kum Kee Pure Sesame Oil, Noodles & Cooking Ingredients,17,3.3,0.67,SEASONAL OFFER,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13160717_XL1.jpg
1267639,FairPrice Soyabean Oil, Housebrand,165,13.95,1.91,NORMAL DISCOUNT,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13174009_XL1_20210401.jpg
195804,Naturel Spray Oil - Extra Virgin, Noodles & Cooking Ingredients,40,7.3,4.92,EXPIRING SOON,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13082171_XL1_20210707.jpg
168428,Knife Brand Cooking Oil, Noodles & Cooking Ingredients,153,4.75,1.0,SEASONAL OFFER,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11846431_XL1_20210222.jpg
194874,Oki Premium Soya Bean Oil, Noodles & Cooking Ingredients,101,7.2,4.65,EXPIRING SOON,2022-04-07,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12616400_XL1.jpg
194775,Golden Circle Corn Oil , Noodles & Cooking Ingredients,122,8.9,2.79,SEASONAL OFFER,2022-03-30,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12391862_XL1_20201014.jpg
1267637,FairPrice Canola Oil, Housebrand,77,3.85,3.03,EXPIRING SOON,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13174007_XL1_20210401.jpg
1269228,FairPrice Corn Oil, Housebrand,55,7.8,0.58,NORMAL DISCOUNT,2022-04-06,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13174613_XL1.jpg
1273343,FairPrice Premium Canola with Sunflower Oil, Noodles & Cooking Ingredients,26,11.3,1.29,NORMAL DISCOUNT,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13176832_XL1.jpg
1282789,FairPrice Canola Olive Blend Oil, Housebrand,193,13.45,0.24,NORMAL DISCOUNT,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13178530_XL1.jpg
1113816,FairPrice Olive Oil - Extra Light, Housebrand,164,24.95,0.04,NORMAL DISCOUNT,2022-04-03,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13127182_XL1_20210705.jpg
194809,Naturel Olive Oil - Extra Light, Noodles & Cooking Ingredients,77,11.9,3.52,SEASONAL OFFER,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12496832_XL1_20210707.jpg
195805,Naturel Spray Oil - Avocado Olive, Noodles & Cooking Ingredients,14,7.3,1.62,SEASONAL OFFER,2022-04-07,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13082172_XL1_20210707.jpg
156448,Sunlight Brand Pure Fragrant Sesame Oil , Noodles & Cooking Ingredients,169,8.85,3.05,SEASONAL OFFER,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/52530_XL1.jpg
1273342,FairPrice Premium Canola with Sunflower Oil, Housebrand,36,9.7,7.11,EXPIRING SOON,2022-04-07,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13176831_XL1.jpg
180663,New Moon Premium Grade Canola Oil, Noodles & Cooking Ingredients,58,8.2,0.47,NORMAL DISCOUNT,2022-03-30,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13135491_XL1.jpg
168430,Knife Brand Cooking Oil, Noodles & Cooking Ingredients,165,2.9,0.42,NORMAL DISCOUNT,2022-04-03,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12203868_XL1_20210222.jpg
198125,Simple Mill Farms Raw Virgin Organic Cold Pressed Coconut Oil, Noodles & Cooking Ingredients,161,9.9,5.75,CLEARING STOCK,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13036401_XL1.jpg
1113183,FairPrice Vegetable Oil, Housebrand,99,7.95,0.73,NORMAL DISCOUNT,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13009200_XL1_20211201.jpg
187916,FairPrice Sunflower Oil, Housebrand,62,3.9,0.51,NORMAL DISCOUNT,2022-04-05,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12634991_XL1_20211214.jpg
194507,Borges Grapeseed Oil, Noodles & Cooking Ingredients,122,12.0,2.06,SEASONAL OFFER,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11202046_XL1_20210506.jpg
1386604,Rice Field 100% Pure Rice Bran Oil, Noodles & Cooking Ingredients,168,5.15,0.54,NORMAL DISCOUNT,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90089704_XL1_20210813.jpg
199213,Borges Olive Oil - Extra Light, Noodles & Cooking Ingredients,107,16.2,2.31,NORMAL DISCOUNT,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11928154_XL1_20211116.jpg
1101731,FairPrice Vegetable Oil , Housebrand,161,2.95,0.62,SEASONAL OFFER,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12634975_XL1_20210401.jpg
194398,Naturel Organic Olive Oil - Extra Virgin, Noodles & Cooking Ingredients,122,13.25,4.44,SEASONAL OFFER,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10911721_XL1_20210707.jpg
165541,Q.B.B Pure Ghee , Noodles & Cooking Ingredients,3,9.4,5.49,CLEARING STOCK,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/496134_XL1.jpg
194260,Borges Olive Oil - Extra Virgin, Noodles & Cooking Ingredients,125,9.4,2.0,SEASONAL OFFER,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10173044_XL1_20211206.jpg
180311,Double Elephant 100% Fragrant Sesame Oil, Noodles & Cooking Ingredients,49,8.75,1.72,SEASONAL OFFER,2022-04-06,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12385200_XL1_20210216.jpg
1220192,Knife 100% Pure Sesame Oil, Noodles & Cooking Ingredients,191,5.95,2.74,CLEARING STOCK,2022-04-07,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13166054_XL1.jpg
194274,Borges Olive Oil - Classic, Noodles & Cooking Ingredients,39,8.45,5.42,EXPIRING SOON,2022-04-03,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10313799_XL1.jpg
1267642,FairPrice Soya Bean Oil, Housebrand,175,6.95,4.05,CLEARING STOCK,2022-04-06,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13174012_XL1_20210401.jpg
183805,FairPrice Olive Oil - Extra Light, Housebrand,49,14.65,1.22,NORMAL DISCOUNT,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11449241_XL1_20211103.jpg
194448,Soyalite 100% Pure Soya Bean Oil, Noodles & Cooking Ingredients,82,7.5,1.88,SEASONAL OFFER,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11047963_XL1.jpg
1111597,Golden Chef 100% Pure Sesame Oil, Noodles & Cooking Ingredients,2,4.85,0.86,SEASONAL OFFER,2022-04-07,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13143456_XL1_20210624.jpg
1113036,FairPrice Grapeseed Oil - Light & Neutral, Housebrand,34,10.8,0.46,NORMAL DISCOUNT,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11448142_XL1_20210630.jpg
194262,Borges Olive Oil, Noodles & Cooking Ingredients,24,16.2,0.56,NORMAL DISCOUNT,2022-04-06,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10173087_XL1_20211221.jpg
1112980,FairPrice Olive Oil - Extra Virgin, Housebrand,66,15.95,7.92,CLEARING STOCK,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10927141_XL1_20210705.jpg
1104313,CJ Beksul Korean Sesame Oil, Noodles & Cooking Ingredients,174,3.1,0.56,SEASONAL OFFER,2022-03-30,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12563740_XL1_20210122.jpg
1269229,FairPrice Canola Oil, Housebrand,144,2.3,0.1,NORMAL DISCOUNT,2022-04-05,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13174614_XL1_20210401.jpg
173661,Bertolli Olive Oil - Extra Light, Noodles & Cooking Ingredients,171,23.9,9.12,SEASONAL OFFER,2022-04-09,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11245978_XL1_20210419.jpg
