id,name,category,quantity,actual_price,discounted_price,discounted_reason,available_date,image_link
1305557,Lim Kee Chef Series Hainanese Chicken Bun, Frozen,81,4.0,0.15,NORMAL DISCOUNT,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90032586_XL1.jpg
1305535,Lim Kee Mini Lian Yong Pau, Frozen,149,2.6,2.06,EXPIRING SOON,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90032583_XL1.jpg
1305532,Lim Kee Mini Chicken Pau, Frozen,181,2.9,1.05,SEASONAL OFFER,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90032581_XL1.jpg
1301128,PA Spring Onion Prata, Frozen,196,2.2,0.25,NORMAL DISCOUNT,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90028903_XL1.jpg
1270625,CB Mini Mantou Plain (20pcs), Frozen,112,2.6,1.92,EXPIRING SOON,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90011486_XL1_20210729.jpg
173681,FairPrice Pak Satay with Gravy - Beef (20 Sticks), Housebrand,124,8.15,6.24,EXPIRING SOON,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11237898_XL1_20210831.jpg
177776,FairPrice Frozen Chapatti, Housebrand,19,2.4,0.74,SEASONAL OFFER,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12455969_XL1_20210301.jpg
1422171,Chuan Yang Ji Homemade LambMeat Dumpling, Frozen,82,6.0,4.39,EXPIRING SOON,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90118092_XL1_20220110.jpg
1389810,CB Waffle Fries, Frozen,54,6.8,4.99,EXPIRING SOON,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90092254_XL1_20210804.jpg
1381765,Ardo Rainbow Rice, Frozen,44,5.5,0.96,SEASONAL OFFER,2022-04-06,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90086274_XL1_20210708.jpg
1360563,Harvest Gourmet Schnitzel, Frozen,72,8.65,5.74,EXPIRING SOON,2022-04-05,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13198767_XL1_20210531.jpg
1360560,Harvest Gourmet Sensational Burger, Frozen,195,8.65,6.45,EXPIRING SOON,2022-04-06,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13198766_XL1_20210531.jpg
1343863,Premier First Crispy Spicy Katsu, Frozen,75,13.9,8.81,CLEARING STOCK,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90056731_XL1_20210122.jpg
1343014,Panidor Sourdough Round Rye Bread, Frozen,22,17.5,5.8,SEASONAL OFFER,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90055907_XL1_20210118.jpg
1342963,Panidor Sourdough Multigrain Bread, Frozen,47,8.6,5.37,CLEARING STOCK,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90055909_XL1_20210118.jpg
1303493,McCain French Fries - Frozen - By Sonnamera, Frozen,7,4.5,0.68,NORMAL DISCOUNT,2022-04-05,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90030800_XL1.jpg
1303418,Oriental Delight Mala Crawfish (Baby Lobster), Frozen,8,14.95,11.94,EXPIRING SOON,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90030725_XL1.jpg
1272340,Dr Oetker Tradizionale Pizza - Spinaci E Ricotta, Frozen,90,9.95,1.94,SEASONAL OFFER,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13176703_XL1_20210510.jpg
1278283,Haldiram-s Spinach Chapati - Frozen - By Sonnamera, Frozen,3,3.35,2.38,EXPIRING SOON,2022-04-06,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90013880_XL1.jpg
1414894,Happiee Plant-Based Konjac Fishiee Patties, Frozen,150,5.25,0.1,NORMAL DISCOUNT,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13210528_XL1_20220111.jpg
1394546,Churo Prawn Paste Chicken Mid Joint Wing Frozen, Frozen,164,6.85,0.57,NORMAL DISCOUNT,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90096352_XL1_20210824.jpg
1370710,Fassler Gourmet Creamy Mushroom Medley, Frozen,161,5.5,2.13,SEASONAL OFFER,2022-04-05,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90078848_XL1_20210531.jpg
1378693,Lalune Original Croissants (3pcs), Frozen,72,5.95,0.96,SEASONAL OFFER,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90083642_XL1_20210629.jpg
1309935,DODO Asian Dumpling Chicken Siu Mai, Frozen,122,3.0,0.16,NORMAL DISCOUNT,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90035048_XL1.jpg
1303419,Oriental Delight Garlic Crawfish (Baby Lobster), Frozen,164,14.95,0.8,NORMAL DISCOUNT,2022-04-04,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90030726_XL1.jpg
1300309,"Bumimas Fish Otak Grade ""A""", Frozen,102,4.3,1.64,SEASONAL OFFER,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90028315_XL1.jpg
1301121,Falah Samosa, Frozen,120,4.2,1.78,CLEARING STOCK,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90028896_XL1.jpg
1385518,Lim Kee Festive Series - Mini Peach Buns, Frozen,86,3.5,1.18,SEASONAL OFFER,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90088977_XL1_20210720.jpg
1382466,Betagro Buffalo Spicy Drummet, Frozen,134,5.45,0.26,NORMAL DISCOUNT,2022-03-30,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90086492_XL1_20210709.jpg
1367775,"TungLok Handmade Shrimp, Pork And Chives Dumpling", Frozen,90,22.5,12.66,CLEARING STOCK,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90076384_XL1_20210622.jpg
1369633,Mr Joy-s Dim Sum Seafood Treasure, Frozen,174,7.8,4.45,CLEARING STOCK,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90077881_XL1_20210524.jpg
1358867,Swee Choon Char Siew Bao, Frozen,73,7.6,5.71,EXPIRING SOON,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90068817_XL1_20210414.jpg
1357636,Mr Joy-s Fried Ngoh Hiang Ball, Frozen,125,5.95,1.11,SEASONAL OFFER,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90067773_XL1_20220212.jpg
1350333,Tay Tempura Chicken Nugget, Frozen,176,7.9,3.14,SEASONAL OFFER,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90062168_XL1_20210303.jpg
1334397,KiomKee Mushroom W/Chicken Rice, Frozen,103,4.2,0.15,NORMAL DISCOUNT,2022-03-30,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90053152_XL1_20201222.jpg
1344270,Premier First Roasted Chicken Middle Wings, Frozen,197,14.9,7.49,CLEARING STOCK,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90057097_XL1_20210125.jpg
1326647,Pondok Abang Epok-Epok Sardin, Frozen,82,3.2,1.21,SEASONAL OFFER,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90047616_XL1_20201119.jpg
1326637,Pondok Abang Pau Goreng Sambal, Frozen,82,2.7,0.05,NORMAL DISCOUNT,2022-04-09,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90047614_XL1_20201119.jpg
1300715,Figo Mini Mantou, Frozen,4,2.9,0.31,NORMAL DISCOUNT,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90028500_XL1.jpg
1278080,CB Gemie Lotus Leaf (10pcs), Frozen,88,2.8,0.37,NORMAL DISCOUNT,2022-04-06,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90013732_XL1_20210730.jpg
1170862,Kirei Mini 3 Natto Frozen, Frozen,129,5.0,3.24,EXPIRING SOON,2022-04-09,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90002860_XL1.jpg
1414893,Happiee Plant-Based Soy Chickiee Popcorn, Frozen,120,8.45,1.65,SEASONAL OFFER,2022-04-05,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13210527_XL1_20220111.jpg
1423291,You Tiao Man Pumpkin Skin with Nian Gao Pancake, Frozen,142,5.4,2.92,CLEARING STOCK,2022-03-30,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90119004_XL1_20220117.jpg
1413640,TungLok Golden Pencai with FREE Superior Nourishing Soup, Frozen,23,218.0,70.87,SEASONAL OFFER,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90111375_XL1_20220104.jpg
1348289,Yongle Soup Xiao Long Bao - Black Truffle, Frozen,115,14.0,1.94,NORMAL DISCOUNT,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90060478_XL1_20210222.jpg
1354071,Sunnydale Straight Cut French Fries, Frozen,173,2.8,0.61,SEASONAL OFFER,2022-03-30,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90065142_XL1_20210319.jpg
1330578,Bee Sim Lo Mai Kai (Glutinous Chicken Rice), Frozen,171,6.0,2.54,CLEARING STOCK,2022-04-03,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90050773_XL1_20210920.jpg
1300716,Figo Lotus Leaf Bun, Frozen,5,3.9,1.46,SEASONAL OFFER,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90028501_XL1.jpg
1309965,Uncle Lim-s Choice Vegetable Spring Roll (L), Frozen,193,5.0,0.36,NORMAL DISCOUNT,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90035054_XL1_20210105.jpg
1409646,Crystal Jade Traditional Lotus Paste Bun, Frozen,27,5.8,1.29,SEASONAL OFFER,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90108526_XL1_20211024.jpg
1418259,Tay Frozen 2 Joint Wing - Cooked, Frozen,172,13.8,5.61,CLEARING STOCK,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13211670_XL1_20220114.jpg
