id,name,category,quantity,actual_price,discounted_price,discounted_reason,available_date,image_link
1306385,Amy-s Kitchen Organic Margherita Pizza, Frozen,150,12.5,5.12,CLEARING STOCK,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90033017_XL1.jpg
1304864,Liang Yi Veg Spare Ribs, Frozen,32,4.0,0.41,NORMAL DISCOUNT,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90032050_XL1.jpg
1311068,Maya Kaimal Organic Everyday Chana Tamarind & Sweet Potato, Frozen,147,8.9,2.36,SEASONAL OFFER,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90035730_XL1.jpg
1310921,"Maya Kaimal Organic Green Split, Spinach & Coconut", Frozen,82,8.9,5.34,CLEARING STOCK,2022-04-09,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90035794_XL1.jpg
1310910,Fullgreen Riced Ideas Sun Dried Tomato, Frozen,3,8.3,3.24,SEASONAL OFFER,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90035734_XL1.jpg
1310909,Maya Kaimal Organic Everyday Chana Coconut & Kale, Frozen,8,8.9,0.45,NORMAL DISCOUNT,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90035729_XL1.jpg
1310908,"Maya Kaimal Organic Red Lentils, Butternut Squash & Coconut", Frozen,57,8.9,3.4,SEASONAL OFFER,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90035724_XL1.jpg
1310873,Fullgreen Best Morning Ever Breakfast Apple & Cinnamon, Frozen,155,7.9,4.44,CLEARING STOCK,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90035731_XL1.jpg
1306702,PAPAJI-S Cocktail Samosa, Frozen,164,16.85,11.37,EXPIRING SOON,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90033222_XL1.jpg
1306697,FRY-S Thick Cut Chunkey Strips, Frozen,82,9.75,6.02,CLEARING STOCK,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90033217_XL1.jpg
1306693,FRY-S Soy & Flaxseed Schintzels, Frozen,147,11.5,6.48,CLEARING STOCK,2022-04-06,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90033213_XL1.jpg
1306692,FRY-S Chia Seeds Nuggets, Frozen,81,11.5,8.41,EXPIRING SOON,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90033212_XL1.jpg
1306690,FRY-S Quinoa & Brown Rice Burger, Frozen,153,11.5,0.8,NORMAL DISCOUNT,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90033210_XL1.jpg
1306688,FRY-S Curry Pies, Frozen,95,9.25,6.85,EXPIRING SOON,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90033208_XL1.jpg
