id,name,category,quantity,actual_price,discounted_price,discounted_reason,available_date,image_link
162830,Bamboe Instant Soup Spices - Betawi Soto, Noodles & Cooking Ingredients,127,1.8,1.06,CLEARING STOCK,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13102479_XL1.jpg
1407215,Kewpie Aeru Pasta Sauce - Butter and Soy Sauce, Noodles & Cooking Ingredients,80,5.8,0.09,NORMAL DISCOUNT,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90106563_XL1_20211012.jpg
1409495,Nanyang Sauce Chicken Rice Chili Sauce, Noodles & Cooking Ingredients,100,9.9,5.75,CLEARING STOCK,2022-04-05,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90108263_XL1_20211022.jpg
1418739,Atkins & Potts Horseradish Sauce, Noodles & Cooking Ingredients,15,6.95,0.64,NORMAL DISCOUNT,2022-04-07,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90115181_XL1_20211222.jpg
1399143,Chung Hwa Chee Cheong Fun Sauce, Noodles & Cooking Ingredients,182,3.5,1.28,SEASONAL OFFER,2022-04-04,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90100412_XL1_20210908.jpg
1400552,Ci Hang - VEG SICHUAN MALA SAUCE, Noodles & Cooking Ingredients,26,5.6,1.71,SEASONAL OFFER,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90101484_XL1_20210916.jpg
1382728,Mutti Simply Sugo with Basil Pasta Sauce, Noodles & Cooking Ingredients,84,5.9,1.39,SEASONAL OFFER,2022-04-09,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90086477_XL1_20210709.jpg
1382464,Mutti Simple Sugo with Parmigiano Reggiano Pasta Sauce, Noodles & Cooking Ingredients,147,5.9,2.16,SEASONAL OFFER,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90086478_XL1_20210709.jpg
1366620,Tungsan Dry Noodle Mix Soya Sauce, Noodles & Cooking Ingredients,196,6.5,0.66,NORMAL DISCOUNT,2022-04-03,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90075382_XL1_20210510.jpg
1358108,Cirio Chopped Tomato with Garlic and Onion In Tetrapack, Noodles & Cooking Ingredients,93,2.0,1.25,CLEARING STOCK,2022-04-04,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90068194_XL1_20210429.jpg
1366562,Contadina Tomato Puree, Noodles & Cooking Ingredients,21,4.0,2.45,CLEARING STOCK,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90075478_XL1_20210510.jpg
1342761,Uncle Sun Nyonya Steamed Fish Paste, Noodles & Cooking Ingredients,137,3.9,0.33,NORMAL DISCOUNT,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90055842_XL1_20210116.jpg
1334321,Alce Nero Organic Vegan Tofu Pesto Sauce, Noodles & Cooking Ingredients,88,5.8,4.48,EXPIRING SOON,2022-04-05,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90053185_XL1_20201222.jpg
1334672,Chef-s Choice Foods Thai Papaya Salad Sauce, Noodles & Cooking Ingredients,168,4.5,2.51,CLEARING STOCK,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90053433_XL1_20201224.jpg
1339696,CHUA HAH SENG Chilli Oil, Noodles & Cooking Ingredients,138,4.7,0.35,NORMAL DISCOUNT,2022-04-04,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90053904_XL1_20201230.jpg
1321236,Hai-s Instant Instant Lontong Paste, Noodles & Cooking Ingredients,187,3.0,2.32,EXPIRING SOON,2022-04-09,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90043481_XL1_20201102.jpg
1321850,Mae Ploy 400g Red Curry Pate, Noodles & Cooking Ingredients,144,5.0,1.11,SEASONAL OFFER,2022-04-09,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90043658_XL1_20210902.jpg
1316439,Arrighi Italian Pesto Genovese, Noodles & Cooking Ingredients,91,5.7,3.5,CLEARING STOCK,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90039845_XL1_20220210.jpg
1325781,Tungsan Straits Story Vinegar Green Chilli, Noodles & Cooking Ingredients,42,3.1,0.69,SEASONAL OFFER,2022-04-06,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90047118_XL1_20201117.jpg
1325771,Tungsan Straits Story Curry Lontong Vegetable 240 G, Noodles & Cooking Ingredients,7,3.55,1.33,SEASONAL OFFER,2022-03-30,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90047068_XL1_20201117.jpg
1325970,Tungsan Prawn Noodle Paste, Noodles & Cooking Ingredients,102,14.0,10.05,EXPIRING SOON,2022-04-03,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90047100_XL1_20201117.jpg
1325969,Tungsan Straits Story Mee Rebus Paste 300 G, Noodles & Cooking Ingredients,49,3.75,0.47,NORMAL DISCOUNT,2022-04-06,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90047095_XL1_20201117.jpg
1316963,Mutti Tomato Pulp in Tin 2 x, Noodles & Cooking Ingredients,155,3.6,0.6,SEASONAL OFFER,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90040212_XL1_20201020.jpg
