id,name,category,quantity,actual_price,discounted_price,discounted_reason,available_date,image_link
1324660,Simply Finest Australia Red Cherry, Fruits & Vegetables,118,16.45,7.25,CLEARING STOCK,2022-05-22,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13190479_XL1_20211116.jpg
169073,Zespri Italy Organic Kiwifruit - Green, Fruits & Vegetables,179,5.95,3.18,CLEARING STOCK,2022-05-18,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13129223_XL1_20220210.jpg
1411270,XiaoSan Malaysia Watermelon, Fruits & Vegetables,191,10.0,9.19,NORMAL DISCOUNT,2022-06-05,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90109779_XL1_20211101.jpg
1101193,Japan Sugoi Apples - Green, Fruits & Vegetables,56,5.95,2.9,CLEARING STOCK,2022-04-18,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13143937_XL1.jpg
1136307,China Qiu Yue Pear, Fruits & Vegetables,38,6.95,3.13,CLEARING STOCK,2022-04-15,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13075514_XL1_20211202.jpg
171039,France Organic Juliet Apple Bag, Fruits & Vegetables,26,9.95,3.87,CLEARING STOCK,2022-05-25,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13093954_XL1.jpg
1387456,YayaPapaya Apple Red China Fuji, Fruits & Vegetables,107,3.95,3.87,NORMAL DISCOUNT,2022-04-24,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90090899_XL1_20210728.jpg
184794,Sumifru Sweet Mountain Bananas, Fruits & Vegetables,193,3.95,1.27,EXPIRING SOON,2022-04-13,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13137896_XL1.jpg
1414322,SLH Red Dragonfruit, Fruits & Vegetables,177,2.9,2.69,NORMAL DISCOUNT,2022-05-12,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90111845_XL1_20211123.jpg
1368271,Global Seasons Egypt Valencia Orange 3-S PKT, Fruits & Vegetables,169,2.5,2.24,NORMAL DISCOUNT,2022-04-17,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90076829_XL1_20210518.jpg
1386190,Good Nature Organic Blueberries, Fruits & Vegetables,196,6.8,4.99,SEASONAL OFFER,2022-04-30,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90089361_XL1_20210722.jpg
167508,Sumifru Kamsookwang Pineapple, Fruits & Vegetables,179,2.85,1.02,EXPIRING SOON,2022-04-22,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13112377_XL1_20210802.jpg
1414361,SLH Green Apple, Fruits & Vegetables,75,3.5,0.7,EXPIRING SOON,2022-04-18,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90111870_XL1_20211123.jpg
1387630,YayaPapaya Blueberry, Fruits & Vegetables,77,4.95,1.65,EXPIRING SOON,2022-04-23,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90090840_XL1_20210728.jpg
171054,Pasar China Golden Pear, Fruits & Vegetables,36,3.95,3.23,SEASONAL OFFER,2022-05-25,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13088208_XL1.jpg
1416324,XiaoSan Banana Rastali, Fruits & Vegetables,70,4.0,1.22,EXPIRING SOON,2022-05-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90113464_XL1_20211206.jpg
1368216,Global Seasons Black Seedless Grape 500GM, Fruits & Vegetables,75,6.0,4.47,SEASONAL OFFER,2022-04-16,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90076832_XL1_20210518.jpg
1320478,Driscoll USA Strawberry, Fruits & Vegetables,115,12.95,8.11,SEASONAL OFFER,2022-04-12,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13189584_XL1_20211122.jpg
1414323,SLH White Dragonfruit, Fruits & Vegetables,39,2.8,2.37,NORMAL DISCOUNT,2022-05-22,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90111846_XL1_20211123.jpg
1101652,Pasar Australia Red Plum, Fruits & Vegetables,119,7.9,4.43,CLEARING STOCK,2022-05-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12650668_XL1_20210122.jpg
165005,Suneast Top Off Coconut, Fruits & Vegetables,155,3.55,2.47,SEASONAL OFFER,2022-04-11,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13089604_XL1.jpg
1414354,SLH Thai Longan, Fruits & Vegetables,140,3.95,3.0,SEASONAL OFFER,2022-05-11,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90111863_XL1_20211123.jpg
1414005,XiaoSan Papaya, Fruits & Vegetables,198,6.0,2.77,CLEARING STOCK,2022-05-13,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90111659_XL1_20211119.jpg
1365753,YayaPapaya Orange, Fruits & Vegetables,89,2.5,0.72,EXPIRING SOON,2022-06-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90074777_XL1_20210505.jpg
182025,China Red Flesh Pomelo, Fruits & Vegetables,186,4.5,2.04,CLEARING STOCK,2022-05-07,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13146502_XL1.jpg
1389625,Global Seasons Mini Watermelon, Fruits & Vegetables,147,6.55,2.76,CLEARING STOCK,2022-05-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90092248_XL1_20210804.jpg
198315,Pasar Australia Sugar Prunes, Fruits & Vegetables,80,8.95,2.36,EXPIRING SOON,2022-05-24,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12676403_XL1_20210125.jpg
