id,name,category,quantity,actual_price,discounted_price,discounted_reason,available_date,image_link
1333928,Oriental Jacker Potato Crisps Original Flavour, Food Cupboard,91,2.4,0.87,SEASONAL OFFER,2022-04-09,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90052932_XL1_20201218.jpg
1335213,Ashgrove Cheese Amazeballs - Sweet Chilli & Sour Cream, Food Cupboard,149,5.89,2.57,CLEARING STOCK,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90053703_XL1_20201228.jpg
1335191,Ashgrove Cheese AmazeBalls - Pizza Supreme, Food Cupboard,39,5.89,3.98,EXPIRING SOON,2022-04-09,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90053702_XL1_20201228.jpg
1342791,Makhana Wala-s Khatta Meetha Roasted Makhana, Food Cupboard,60,4.8,1.25,SEASONAL OFFER,2022-04-04,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90055875_XL1_20210117.jpg
1342786,Makhana Wala-s Spicy treat Roasted, Food Cupboard,36,4.8,0.25,NORMAL DISCOUNT,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90055868_XL1_20210117.jpg
1342781,Makhana Wala-s Pudhina Punch, Food Cupboard,135,4.8,0.31,NORMAL DISCOUNT,2022-04-07,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90055871_XL1_20210117.jpg
1343401,Swad Urid Papad 200G -- By Dashmesh, Food Cupboard,59,2.0,0.99,CLEARING STOCK,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90056516_XL1_20210120.jpg
1343352,Laobanniang Green Tea Melon Seeds, Food Cupboard,141,9.5,7.12,EXPIRING SOON,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90056428_XL1_20210120.jpg
1343351,Laobanniang White Melon Seeds, Food Cupboard,123,9.5,1.49,NORMAL DISCOUNT,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90056427_XL1_20210120.jpg
1331856,Tom & Luke Snackaball - Strawberry Chocolate, Food Cupboard,50,4.95,2.63,CLEARING STOCK,2022-04-05,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90051612_XL1_20201210.jpg
1331848,Three Squirrels Yogurt Cube - Strawberry, Food Cupboard,180,6.9,2.45,SEASONAL OFFER,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90051572_XL1_20210905.jpg
1332186,Anarkali Jumbo Golden Raisins, Food Cupboard,150,9.8,0.94,NORMAL DISCOUNT,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90051908_XL1_20210614.jpg
1332176,Three Squirrels Yogurt Cube - Blueberry, Food Cupboard,181,6.9,3.85,CLEARING STOCK,2022-04-06,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90051858_XL1_20210905.jpg
1332152,Three Squirrels Dried Arbutus, Food Cupboard,161,4.9,0.33,NORMAL DISCOUNT,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90051861_XL1_20210704.jpg
1332151,Three Squirrels Sweet Corn, Food Cupboard,50,4.65,0.41,NORMAL DISCOUNT,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90051856_XL1_20210902.jpg
1332148,Three Squirrels Dried Cherries, Food Cupboard,181,5.9,0.84,NORMAL DISCOUNT,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90051841_XL1_20210702.jpg
1324611,Dr Gram Organic Brazil Nuts (Raw), Food Cupboard,72,14.5,1.33,NORMAL DISCOUNT,2022-04-03,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90045908_XL1_20211130.jpg
1324609,Dr Gram Natural Macademia Nut (Raw), Food Cupboard,179,15.0,1.42,NORMAL DISCOUNT,2022-04-06,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90045898_XL1_20211130.jpg
1324573,Dr Gram Organic Almond Nut (Raw), Food Cupboard,197,7.9,0.79,NORMAL DISCOUNT,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90045906_XL1_20211130.jpg
1324388,Greenday Snacks Okra Chips - Sour Cream & Onion (Crispy Veg), Food Cupboard,164,4.5,2.43,CLEARING STOCK,2022-04-09,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90045816_XL1_20201112.jpg
1324689,Dr Gram Natural Walnut (Raw), Food Cupboard,199,5.8,1.82,SEASONAL OFFER,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90045905_XL1_20211130.jpg
1325245,Three Squirrels Fish Ball - Spicy, Food Cupboard,4,4.9,3.62,EXPIRING SOON,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90046458_XL1_20210904.jpg
1327365,Three Squirrels Dried Eggs - Spiced, Food Cupboard,95,5.9,0.22,NORMAL DISCOUNT,2022-04-03,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90048167_XL1_20210628.jpg
1326556,Garden Picks Deluxe Nut Mix, Food Cupboard,61,3.5,2.78,EXPIRING SOON,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90047572_XL1_20201118.jpg
1326539,Garden Picks Rice Crisps ( BBQ ), Food Cupboard,16,3.5,2.14,CLEARING STOCK,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90047529_XL1_20201118.jpg
1326482,Garden Picks Soya Crisp (Original), Food Cupboard,74,9.5,1.22,NORMAL DISCOUNT,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90047526_XL1_20201118.jpg
1326481,Garden Picks Rice Crisps ( Chilli ), Food Cupboard,37,5.5,1.63,SEASONAL OFFER,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90047528_XL1_20201118.jpg
1326480,Garden Picks Soya Crisp (Original), Food Cupboard,150,3.5,2.52,EXPIRING SOON,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90047525_XL1_20201118.jpg
1326479,Garden Picks Rice Crisps ( Chilli ), Food Cupboard,58,3.5,1.46,CLEARING STOCK,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90047527_XL1_20201118.jpg
