id,name,category,quantity,actual_price,discounted_price,discounted_reason,available_date,image_link
1113562,Kellogg-s Cereal - Froot Loops, Food Cupboard,100,5.8,0.2,NORMAL DISCOUNT,2022-04-04,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13090288_XL1_20210107.jpg
1113081,Nestle Cereal - Koko Krunch Duo, Food Cupboard,143,5.65,3.49,CLEARING STOCK,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11910421_XL1_20210118.jpg
188649,Cowhead Organic Rolled Oats - Instant, Food Cupboard,194,3.1,0.94,SEASONAL OFFER,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11603691_XL1.jpg
1347701,Nestle Corn Flakes - Gold, Food Cupboard,109,5.65,1.67,SEASONAL OFFER,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13195832_XL1_20210309.jpg
1267787,Kellogg-s Special K Cereal - Blueberry & Almond, Food Cupboard,150,6.9,1.72,SEASONAL OFFER,2022-03-30,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13174140_XL1_20210120.jpg
1111027,Carman-s Muesli Bars - Classic (Fruit & Nut), Food Cupboard,27,6.9,2.55,SEASONAL OFFER,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11235358_XL1_20210412.jpg
1362411,Nestle Nestum 3-in-1 Wholegrain Beverage - Soy, Food Cupboard,179,6.2,0.21,NORMAL DISCOUNT,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13198590_XL1_20210430.jpg
185293,Nature Valley Crunchy Granola Bar - Oats -n Dark Chocolate, Food Cupboard,27,5.85,3.15,CLEARING STOCK,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13050858_XL1_20210423.jpg
183899,Quaker Oats Oatmeal Squares - Original, Food Cupboard,75,6.6,2.7,CLEARING STOCK,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13014531_XL1_20210114.jpg
1103073,Anzen Organic Rolled Oats - Regular, Food Cupboard,38,5.95,2.11,SEASONAL OFFER,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13055702_XL1.jpg
