id,name,category,quantity,actual_price,discounted_price,discounted_reason,available_date,image_link
181577,Skylight New Zealand Superior Abalone, Food Cupboard,113,45.0,9.92,SEASONAL OFFER,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/86034_XL1_20220117.jpg
183516,Farmland Sardines - Tomato Sauce, Food Cupboard,194,0.9,0.2,SEASONAL OFFER,2022-04-07,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13072160_XL1.jpg
192409,Yeo-s Can Curry - Prata Gravy with Potatoes, Food Cupboard,125,1.8,0.0,NORMAL DISCOUNT,2022-04-03,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13096550_XL1_20220104.jpg
192388,Yeo-s Can Curry - Boneless Chicken, Food Cupboard,134,3.6,2.61,EXPIRING SOON,2022-04-07,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13093800_XL1.jpg
188122,FairPrice Can Fruit in Syrup - Lychee , Food Cupboard,13,2.3,1.54,EXPIRING SOON,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13028054_XL1_20220217.jpg
193627,Kelly-s Luncheon Ham - Bacon Bits , Food Cupboard,48,1.95,0.5,SEASONAL OFFER,2022-03-30,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13044022_XL1.jpg
184922,Ayam Brand Tasty Tuna - Fire Hot Chili (Spiciness Level 5), Food Cupboard,44,2.65,0.53,SEASONAL OFFER,2022-03-30,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13099357_XL1.jpg
193637,Ayam Brand Tuna Flakes - Sunflower Oil, Food Cupboard,159,2.65,1.71,EXPIRING SOON,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13057871_XL1_20211111.jpg
194618,Hormel Spam Luncheon Meat - Hormel Bacon, Food Cupboard,157,6.25,2.63,CLEARING STOCK,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11830173_XL1_20210827.jpg
1112509,Yeo-s Can Food - Sardines with Tomato Sauce , Food Cupboard,28,2.15,0.85,SEASONAL OFFER,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13014642_XL1.jpg
1100314,Yeo-s Can Curry - Premium Chicken with Extra Spice, Food Cupboard,148,2.8,1.25,CLEARING STOCK,2022-04-09,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11247025_XL1_20210504.jpg
195119,Tulip Japanese Recipe Luncheon Meat - Pork, Food Cupboard,14,3.6,0.89,SEASONAL OFFER,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13030685_XL1_20210716.jpg
188795,Libby-s Corned Beef - Onions, Food Cupboard,68,5.35,3.76,EXPIRING SOON,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10433221_XL1.jpg
190683,FairPrice Sardines in Tomato Sauce, Housebrand,177,1.1,0.69,CLEARING STOCK,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12030506_XL1_20210901.jpg
1329775,Golden Chef Sea Asparagus, Food Cupboard,155,11.8,6.8,CLEARING STOCK,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13191644_XL1_20201215.jpg
1102484,S&W Premium Tomatoes - Whole Peeled, Food Cupboard,139,2.1,0.8,SEASONAL OFFER,2022-04-05,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/229981_XL1.jpg
195399,Narcissus Can Food - Lychees In Syrup, Food Cupboard,67,2.45,1.87,EXPIRING SOON,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13055944_XL1.jpg
190488,Ayam Brand Tuna Flakes - Olive Oil (Light), Food Cupboard,90,2.85,1.61,CLEARING STOCK,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13046205_XL1.jpg
194670,Mili Pork Luncheon Meat - Premium, Food Cupboard,179,4.25,0.57,NORMAL DISCOUNT,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11980278_XL1.jpg
