id,name,category,quantity,actual_price,discounted_price,discounted_reason,available_date,image_link
1302881,FairPrice Baked Almonds, Housebrand,116,10.95,7.02,EXPIRING SOON,2022-04-04,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13184485_XL1_20210616.jpg
1113038,Kettle Brand Potato Chips - Honey Dijon, Food Cupboard,121,5.6,1.71,SEASONAL OFFER,2022-04-09,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11461574_XL1.jpg
188379,Camel Roasted Cashews, Food Cupboard,145,11.9,2.94,SEASONAL OFFER,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/268963_XL1_20220108.jpg
1310002,FairPrice Spin Crackers, Housebrand,129,2.15,0.89,CLEARING STOCK,2022-04-04,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13186831_XL1_20220117.jpg
180191,Farmer Brand Peanuts - Roasted, Food Cupboard,152,1.9,0.21,NORMAL DISCOUNT,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10531788_XL1_20210504.jpg
1111911,Ruffles Potato Chips - Sour Cream & Onion, Food Cupboard,38,4.75,0.49,NORMAL DISCOUNT,2022-04-03,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10729225_XL1_20210609.jpg
182522,Tong Garden Roasted Chestnuts without Shell, Food Cupboard,5,4.6,0.79,SEASONAL OFFER,2022-04-03,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13059205_XL1.jpg
1103948,Cheetos Cheese Flavoured Snacks - Puffs, Food Cupboard,152,5.2,4.14,EXPIRING SOON,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13038691_XL1_20210223.jpg
1411961,Calbee Crispy Potato Chips - Sour Cream, Food Cupboard,132,1.85,0.25,NORMAL DISCOUNT,2022-03-30,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13209244_XL1_20211116.jpg
1411960,Calbee Big Bag Potato Chips - Hot & Spicy, Food Cupboard,42,4.15,1.23,SEASONAL OFFER,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13209245_XL1_20211116.jpg
1111042,Pringles Potato Crisps - Saucy BBQ, Food Cupboard,50,2.7,2.02,EXPIRING SOON,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12407457_XL1_20210113.jpg
1219587,Calbee Jagabee Potato Stick - Spicy, Food Cupboard,134,3.8,0.31,NORMAL DISCOUNT,2022-04-05,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13165389_XL1.jpg
1406241,FairPrice Potato Chips - Cheese, Housebrand,192,1.0,0.46,CLEARING STOCK,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13207661_XL1_20211103.jpg
1406236,FairPrice Potato Chips - Chili, Housebrand,25,1.0,0.02,NORMAL DISCOUNT,2022-04-07,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13207650_XL1_20211103.jpg
