id,name,category,quantity,actual_price,discounted_price,discounted_reason,available_date,image_link
1354216,Champagne De Saint Gall Brut Blanc de Blancs Premier Cru, Wine & Spirits,33,199.7,97.01,CLEARING STOCK,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90064960_XL1_20211107.jpg
1346907,RINASCIMENTO OX21 - Prosecco Extra Dry D.O.C, Wine & Spirits,109,250.8,161.17,EXPIRING SOON,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90059272_XL1_20210209.jpg
1328366,Taster Wine The Right Pick Zinfandel Rose, Wine & Spirits,8,31.99,13.18,CLEARING STOCK,2022-04-05,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90048967_XL1_20220114.jpg
1315614,"Porta Reserva Carmenere 2020, Maipo Valley", Wine & Spirits,110,55.0,13.8,SEASONAL OFFER,2022-04-03,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90039357_XL1_20201015.jpg
1347123,Elivo Non-Alcoholic Sparkling Ros Wine, Wine & Spirits,183,40.0,23.46,CLEARING STOCK,2022-04-09,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90059644_XL1_20210212.jpg
1315698,"Riondo Pink Spago Frizzante Rose, Veneto", Wine & Spirits,48,30.0,16.67,CLEARING STOCK,2022-04-09,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90039376_XL1_20211107.jpg
1314209,"Good Company Sauvignon Blanc 2020 by Yealands, Marlborough", Wine & Spirits,28,35.0,15.98,CLEARING STOCK,2022-04-03,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90038274_XL1.jpg
1314184,"Lunardi Merlot Delle Venezie IGT 2020, Veneto", Wine & Spirits,85,39.0,28.99,EXPIRING SOON,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90038301_XL1.jpg
1361987,"Joel Gott Washington Blend(Merlot,Cab Sauvignon,Syrah&Malbec)", Wine & Spirits,176,59.0,41.51,EXPIRING SOON,2022-04-05,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90071395_XL1_20210421.jpg
1354146,"Champagne De Saint Gall Brut Tradition Premier Cru, France", Wine & Spirits,125,193.4,147.87,EXPIRING SOON,2022-04-07,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90064959_XL1_20211107.jpg
