id,name,category,quantity,actual_price,discounted_price,discounted_reason,available_date,image_link
1303872,Green Earth Natural Dried Cherry, Food Cupboard,44,9.2,6.15,EXPIRING SOON,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90031181_XL1.jpg
1303871,Green Earth Natural Dried Blueberry, Food Cupboard,54,10.9,8.57,EXPIRING SOON,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90031180_XL1.jpg
1303870,Green Earth Natural Dried Cranberry, Food Cupboard,89,8.5,3.14,SEASONAL OFFER,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90031179_XL1.jpg
1304384,Anarkali Ground Nuts, Food Cupboard,44,3.4,0.46,NORMAL DISCOUNT,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90031647_XL1_20210614.jpg
1304383,Anarkali Ground Nuts, Food Cupboard,166,5.9,0.11,NORMAL DISCOUNT,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90031646_XL1_20210614.jpg
1304369,Syed Tunisia Processed Dates, Food Cupboard,135,3.0,1.76,CLEARING STOCK,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90031632_XL1_20210614.jpg
1304317,Anarkali Dried Figs, Food Cupboard,119,9.7,2.49,SEASONAL OFFER,2022-04-06,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90031580_XL1_20210614.jpg
1304312,Anarkali Roasted Cashew Nuts, Food Cupboard,178,14.8,11.3,EXPIRING SOON,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90031575_XL1_20220124.jpg
1304310,Anarkali Appalapoo ( Flour Cracker ), Food Cupboard,2,1.5,0.45,SEASONAL OFFER,2022-04-06,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90031573_XL1_20210614.jpg
1315785,YoloFoods. Chili Sauce, Food Cupboard,23,7.5,5.22,EXPIRING SOON,2022-04-05,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90039422_XL1_20201015.jpg
1316531,CWM Sunflower Seeds Walnut, Food Cupboard,179,2.2,1.02,CLEARING STOCK,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90040043_XL1_20201019.jpg
1302782,AAA Premium Coin Mushroom, Food Cupboard,74,8.95,6.75,EXPIRING SOON,2022-04-04,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90030185_XL1_20210823.jpg
1302761,AAA Premium Almond Mushroom, Food Cupboard,97,16.9,4.35,SEASONAL OFFER,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90030186_XL1_20210823.jpg
1302758,AAA Premium Tea Tree Mushroom, Food Cupboard,26,8.95,2.24,SEASONAL OFFER,2022-03-28,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90030181_XL1_20210823.jpg
1300098,Tai Yang Tang Tai Yang Bing Sun Cake - Brown Sugar, Food Cupboard,196,12.9,3.49,SEASONAL OFFER,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90028164_XL1.jpg
1300523,Kitchen & Love Piquillo & Artichoke Bruschetta, Food Cupboard,93,7.9,0.2,NORMAL DISCOUNT,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90028426_XL1.jpg
1299923,Kangaroo Salted Pistachios, Food Cupboard,192,3.9,1.28,SEASONAL OFFER,2022-04-04,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90027989_XL1.jpg
1299912,Just Organik Organic Jaggery Powder, Food Cupboard,178,4.7,1.48,SEASONAL OFFER,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90027978_XL1_20211224.jpg
1299910,Kings Papads - Pepper Mini, Food Cupboard,159,2.65,1.96,EXPIRING SOON,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90027976_XL1.jpg
1305031,Fresh As Raspberry Whole, Food Cupboard,143,11.5,0.32,NORMAL DISCOUNT,2022-03-30,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90032224_XL1.jpg
1305025,Fresh As Plum Slice, Food Cupboard,77,11.5,7.88,EXPIRING SOON,2022-04-05,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90032218_XL1.jpg
