id,name,category,quantity,actual_price,discounted_price,discounted_reason,available_date,image_link
1304436,MELVADOS Cookies & Cream Ice Cream, Chilled & Eggs,151,2.9,2.15,EXPIRING SOON,2022-04-03,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90031699_XL1.jpg
1304435,MELVADOS (Reduced Sugar) Chocolate Symphony Ice Cream, Chilled & Eggs,49,3.9,1.26,SEASONAL OFFER,2022-04-04,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90031698_XL1.jpg
1304424,MELVADOS Speculoos Ice Cream, Chilled & Eggs,85,10.9,2.16,SEASONAL OFFER,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90031687_XL1.jpg
1304400,MELVADOS Cookies & Cream Ice Cream, Chilled & Eggs,88,9.9,1.66,SEASONAL OFFER,2022-04-06,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90031663_XL1.jpg
1304396,MELVADOS Gula Melaka with Pecan  Ice Cream, Chilled & Eggs,76,10.9,1.21,NORMAL DISCOUNT,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90031659_XL1.jpg
1299072,Imei Milk Ice Bar - Brown Sugar Pearl, Chilled & Eggs,14,13.9,2.56,SEASONAL OFFER,2022-04-10,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13183589_XL1_20201021.jpg
1292649,Woah Protein Protein Ice Cream Chocolate, Chilled & Eggs,66,19.9,1.46,NORMAL DISCOUNT,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90022579_XL1.jpg
1271547,Kirei Melon Sherbet Ball, Chilled & Eggs,74,3.9,1.28,SEASONAL OFFER,2022-03-29,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90012406_XL1.jpg
1170870,Kochi Ice Ice Crin Tradition Times Ice Cream, Chilled & Eggs,109,3.65,2.14,CLEARING STOCK,2022-04-01,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90002868_XL1.jpg
1170869,Kochi Ice Millets Milk Biscuits Ice Cream, Chilled & Eggs,68,3.65,0.71,SEASONAL OFFER,2022-03-31,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90002867_XL1.jpg
195727,Dreyer-s Ice Cream - Hazelnut Chocolate, Chilled & Eggs,7,10.95,3.12,SEASONAL OFFER,2022-04-08,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13078008_XL1_20210630.jpg
193343,Cornetto Ice Cream Cone - Classic (Vanilla & Chocolate), Chilled & Eggs,112,6.7,4.54,EXPIRING SOON,2022-04-02,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12670220_XL1.jpg
193997,Cornetto Ice Cream Cone - Disc with Cookies, Chilled & Eggs,130,6.7,0.24,NORMAL DISCOUNT,2022-04-09,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13142338_XL1.jpg
